"rgn_id","specie","status"
25,"Ixobrychus involucris","LC"
25,"Larosterna inca","NT"
25,"Leucocarbo bougainvillii","NT"
25,"Leucophaeus modestus","VU"
25,"Leucophaeus pipixcan","LC"
25,"Macronectes giganteus","VU"
25,"Mytilus chilensis","NT"
25,"Numenius phaeopus","LC"
25,"Otaria byronia","LC"
25,"Pelecanoides garnotii","EN"
25,"Pelecanus thagus","NT"
25,"Phalacrocorax gaimardi","NT"
25,"Plegadis chihi","NT"
25,"Pterodroma defilippiana","VU"
25,"Puffinus creatopus","EN"
25,"Puffinus griseus","NT"
25,"Spheniscus humboldti","VU"
25,"Sula variegata","LC"
25,"Thalassarche bulleri","NT"
25,"Thalassarche eremita","VU"
25,"Thalassarche melanophris","LC"
25,"Thalassarche salvini","VU"
25,"Thalasseus elegans","NT"
25,"Tringa flavipes","LC"
26,"Charadrius collaris","NT"
26,"Charadrius modestus","LC"
26,"Charadrius nivosus","VU"
26,"Chroicocephalus serranus","LC"
26,"Coscoroba coscoroba","LC"
26,"Cygnus melancoryphus","LC"
26,"Diomedea epomophora","VU"
26,"Diomedea exulans","VU"
26,"Engraulis ringens","VU"
26,"Falco peregrinus","LC"
26,"Haematopus palliatus","NT"
26,"Heteronetta atricapilla","LC"
26,"Ixobrychus involucris","LC"
26,"Larosterna inca","NT"
26,"Laterallus jamaicensis","NT"
26,"Leucocarbo bougainvillii","NT"
26,"Leucophaeus modestus","VU"
26,"Leucophaeus pipixcan","LC"
26,"Macronectes giganteus","VU"
26,"Mytilus chilensis","NT"
26,"Numenius phaeopus","LC"
26,"Otaria byronia","LC"
26,"Pelecanoides garnotii","EN"
26,"Pelecanus thagus","NT"
26,"Phalacrocorax gaimardi","NT"
26,"Phoenicopterus chilensis","NT"
26,"Plegadis chihi","NT"
26,"Puffinus creatopus","EN"
26,"Puffinus griseus","NT"
26,"Spheniscus humboldti","VU"
26,"Sula variegata","LC"
26,"Thalassarche melanophris","LC"
26,"Thalassarche salvini","VU"
26,"Thalasseus elegans","NT"
26,"Tringa flavipes","LC"
27,"Argopecten purpuratus","LC"
27,"Charadrius modestus","LC"
27,"Charadrius nivosus","VU"
27,"Chroicocephalus serranus","LC"
27,"Coscoroba coscoroba","LC"
27,"Haematopus palliatus","NT"
27,"Leucocarbo bougainvillii","NT"
27,"Leucophaeus modestus","VU"
27,"Leucophaeus pipixcan","LC"
27,"Numenius phaeopus","LC"
27,"Pelecanus thagus","NT"
27,"Phalacrocorax gaimardi","NT"
27,"Sula variegata","LC"
28,"Ameghinomya antiqua","NT"
28,"Argopecten purpuratus","LC"
28,"Aulacomya atra","LC"
28,"Charadrius collaris","NT"
28,"Charadrius modestus","LC"
28,"Charadrius nivosus","VU"
28,"Chroicocephalus serranus","LC"
28,"Coscoroba coscoroba","LC"
28,"Concholepas concholepas","EN"
28,"Cryphiops caementarius","VU"
28,"Cygnus melancoryphus","LC"
28,"Diomedea epomophora","VU"
28,"Dosidicus gigas","EN"
28,"Durvillaea antarctica","LC"
28,"Engraulis ringens","VU"
28,"Ensis macha","VU"
28,"Falco peregrinus","LC"
28,"Geranoaetus melanoleucus","LC"
28,"Grampus griseus","VU"
28,"Grimothea johni","VU"
28,"Grimothea monodon","VU"
28,"Haematopus palliatus","NT"
28,"Heterocarpus reedi","VU"
28,"Ixobrychus involucris","LC"
28,"Lagenorhynchus obscurus","LC"
28,"Larosterna inca","NT"
28,"Laterallus jamaicensis","NT"
28,"Leucocarbo bougainvillii","NT"
28,"Leucophaeus modestus","VU"
28,"Leucophaeus pipixcan","LC"
28,"Lontra felina","EN"
28,"Loxechinus albus","VU"
28,"Macronectes giganteus","VU"
28,"Mesodesma donacium","EN"
28,"Mulinia edulis","VU"
28,"Mytilus chilensis","NT"
28,"Numenius phaeopus","LC"
28,"Otaria byronia","LC"
28,"Pandion haliaetus","LC"
28,"Pelecanoides garnotii","EN"
28,"Pelecanus thagus","NT"
28,"Phalacrocorax gaimardi","NT"
28,"Phoebastria irrorata","CR"
28,"Phoenicoparrus jamesi","VU"
28,"Phoenicopterus chilensis","NT"
28,"Plegadis chihi","NT"
28,"Pterodroma defilippiana","VU"
28,"Puffinus creatopus","EN"
28,"Puffinus griseus","NT"
28,"Recurvirostra andina","VU"
28,"Sardinops sagax","CR"
28,"Spheniscus humboldti","VU"
28,"Sula variegata","LC"
28,"Tagelus dombeii","EN"
28,"Thalassarche bulleri","NT"
28,"Thalassarche melanophris","LC"
28,"Thalassarche salvini","VU"
28,"Thalasseus elegans","NT"
28,"Tringa flavipes","LC"
28,"Tursiops truncatus","LC"
29,"Charadrius collaris","NT"
29,"Charadrius modestus","LC"
29,"Cygnus melancoryphus","LC"
29,"Diomedea epomophora","VU"
29,"Falco peregrinus","LC"
29,"Grampus griseus","VU"
29,"Haematopus palliatus","NT"
29,"Ixobrychus involucris","LC"
29,"Larosterna inca","NT"
29,"Leucocarbo bougainvillii","NT"
29,"Leucophaeus modestus","VU"
29,"Leucophaeus pipixcan","LC"
29,"Macronectes giganteus","VU"
29,"Numenius phaeopus","LC"
29,"Pelecanus thagus","NT"
29,"Phalacrocorax gaimardi","NT"
29,"Pterodroma longirostris","EN"
29,"Puffinus creatopus","EN"
29,"Puffinus griseus","NT"
29,"Sula variegata","LC"
29,"Thalassarche salvini","VU"
29,"Thalasseus elegans","NT"
30,"Balaenoptera borealis","EN"
30,"Charadrius collaris","NT"
30,"Charadrius modestus","LC"
30,"Charadrius nivosus","VU"
30,"Coscoroba coscoroba","LC"
30,"Cygnus melancoryphus","LC"
30,"Desmophyllum dianthus","NT"
30,"Diomedea epomophora","VU"
30,"Durvillaea antarctica","LC"
30,"Enteroctopus megalocyathus","LC"
30,"Eubalaena australis","EN"
30,"Falco peregrinus","LC"
30,"Geranoaetus melanoleucus","LC"
30,"Haematopus palliatus","NT"
30,"Lagenorhynchus australis","LC"
30,"Leucocarbo bougainvillii","NT"
30,"Leucophaeus modestus","VU"
30,"Leucophaeus pipixcan","LC"
30,"Lontra felina","EN"
30,"Loxechinus albus","VU"
30,"Macronectes giganteus","VU"
30,"Megaptera novaeangliae","VU"
30,"Merluccius gayi","EN"
30,"Mytilus chilensis","NT"
30,"Numenius phaeopus","LC"
30,"Otaria byronia","LC"
30,"Pelecanus thagus","NT"
30,"Phalacrocorax gaimardi","NT"
30,"Plegadis chihi","NT"
30,"Primnoella chilensis","EN"
30,"Puffinus creatopus","EN"
30,"Puffinus griseus","NT"
30,"Spheniscus humboldti","VU"
30,"Sula variegata","LC"
30,"Thalassarche melanophris","LC"
30,"Thalassarche salvini","VU"
30,"Thalasseus elegans","NT"
30,"Tringa flavipes","LC"
31,"Charadrius modestus","LC"
31,"Concholepas concholepas","EN"
31,"Chloephaga hybrida","VU"
31,"Cygnus melancoryphus","LC"
31,"Dosidicus gigas","EN"
31,"Haematopus palliatus","NT"
31,"Leucophaeus pipixcan","LC"
31,"Macronectes giganteus","VU"
31,"Numenius phaeopus","LC"
31,"Pelecanus thagus","NT"
31,"Puffinus griseus","NT"
31,"Sula variegata","LC"
31,"Tachyeres pteneres","NT"
31,"Tagelus dombeii","EN"
31,"Tringa flavipes","LC"
32,"Charadrius collaris","NT"
32,"Charadrius modestus","LC"
32,"Charadrius nivosus","VU"
32,"Coscoroba coscoroba","LC"
32,"Cygnus melancoryphus","LC"
32,"Falco peregrinus","LC"
32,"Geranoaetus melanoleucus","LC"
32,"Grimothea monodon","VU"
32,"Haematopus palliatus","NT"
32,"Heteronetta atricapilla","LC"
32,"Laterallus jamaicensis","NT"
32,"Leucocarbo bougainvillii","NT"
32,"Leucophaeus modestus","VU"
32,"Leucophaeus pipixcan","LC"
32,"Numenius phaeopus","LC"
32,"Pelecanoides garnotii","EN"
32,"Pelecanus thagus","NT"
32,"Phalacrocorax gaimardi","NT"
32,"Phoenicopterus chilensis","NT"
32,"Plegadis chihi","NT"
32,"Puffinus creatopus","EN"
32,"Puffinus griseus","NT"
32,"Sula variegata","LC"
32,"Thalassarche melanophris","LC"
32,"Thalasseus elegans","NT"
32,"Tringa flavipes","LC"
33,"Charadrius nivosus","VU"
33,"Chloephaga hybrida","VU"
33,"Coscoroba coscoroba","LC"
33,"Cygnus melancoryphus","LC"
33,"Ensis macha","VU"
33,"Eubalaena australis","EN"
33,"Haematopus palliatus","NT"
33,"Leucophaeus pipixcan","LC"
33,"Numenius phaeopus","LC"
33,"Pelecanus thagus","NT"
33,"Phoenicopterus chilensis","NT"
33,"Puffinus griseus","NT"
33,"Spheniscus humboldti","VU"
33,"Sula variegata","LC"
33,"Tachyeres pteneres","NT"
34,"Charadrius collaris","NT"
34,"Charadrius modestus","LC"
34,"Chroicocephalus serranus","LC"
34,"Coscoroba coscoroba","LC"
34,"Cygnus melancoryphus","LC"
34,"Diomedea epomophora","VU"
34,"Falco peregrinus","LC"
34,"Grampus griseus","VU"
34,"Grimothea johni","VU"
34,"Grimothea monodon","VU"
34,"Haematopus palliatus","NT"
34,"Heterocarpus reedi","VU"
34,"Ixobrychus involucris","LC"
34,"Larosterna inca","NT"
34,"Leucocarbo bougainvillii","NT"
34,"Leucophaeus modestus","VU"
34,"Leucophaeus pipixcan","LC"
34,"Macronectes giganteus","VU"
34,"Merluccius gayi","EN"
34,"Mytilus chilensis","NT"
34,"Numenius phaeopus","LC"
34,"Pelecanoides garnotii","EN"
34,"Pelecanus thagus","NT"
34,"Phalacrocorax gaimardi","NT"
34,"Phoenicopterus chilensis","NT"
34,"Puffinus creatopus","EN"
34,"Puffinus griseus","NT"
34,"Spheniscus humboldti","VU"
34,"Sula variegata","LC"
34,"Thalassarche bulleri","NT"
34,"Thalassarche melanophris","LC"
34,"Thalassarche salvini","VU"
34,"Thalasseus elegans","NT"
34,"Tringa flavipes","LC"
35,"Charadrius collaris","NT"
35,"Charadrius modestus","LC"
35,"Charadrius nivosus","VU"
35,"Chroicocephalus serranus","LC"
35,"Coscoroba coscoroba","LC"
35,"Cygnus melancoryphus","LC"
35,"Durvillaea antarctica","LC"
35,"Falco peregrinus","LC"
35,"Geranoaetus melanoleucus","LC"
35,"Haematopus palliatus","NT"
35,"Heteronetta atricapilla","LC"
35,"Ixobrychus involucris","LC"
35,"Larosterna inca","NT"
35,"Laterallus jamaicensis","NT"
35,"Leucocarbo bougainvillii","NT"
35,"Leucophaeus modestus","VU"
35,"Leucophaeus pipixcan","LC"
35,"Lontra felina","EN"
35,"Macronectes giganteus","VU"
35,"Merluccius gayi","EN"
35,"Mesodesma donacium","EN"
35,"Mytilus chilensis","NT"
35,"Numenius phaeopus","LC"
35,"Otaria byronia","LC"
35,"Pelecanoides garnotii","EN"
35,"Pelecanus thagus","NT"
35,"Phalacrocorax gaimardi","NT"
35,"Plegadis chihi","NT"
35,"Puffinus griseus","NT"
35,"Spheniscus humboldti","VU"
35,"Sula variegata","LC"
35,"Thalassarche melanophris","LC"
35,"Thalassarche salvini","VU"
35,"Thalasseus elegans","NT"
35,"Tringa flavipes","LC"
36,"Balaenoptera borealis","EN"
36,"Charadrius modestus","LC"
36,"Charadrius nivosus","VU"
36,"Diomedea epomophora","VU"
36,"Falco peregrinus","LC"
36,"Grampus griseus","VU"
36,"Haematopus palliatus","NT"
36,"Lagenorhynchus obscurus","LC"
36,"Larosterna inca","NT"
36,"Leucocarbo bougainvillii","NT"
36,"Leucophaeus modestus","VU"
36,"Leucophaeus pipixcan","LC"
36,"Lontra felina","EN"
36,"Macronectes giganteus","VU"
36,"Megaptera novaeangliae","VU"
36,"Numenius phaeopus","LC"
36,"Orcinus orca","LC"
36,"Otaria byronia","LC"
36,"Pelecanoides garnotii","EN"
36,"Pelecanus thagus","NT"
36,"Phalacrocorax gaimardi","NT"
36,"Puffinus creatopus","EN"
36,"Puffinus griseus","NT"
36,"Spheniscus humboldti","VU"
36,"Sula variegata","LC"
36,"Thalassarche bulleri","NT"
36,"Thalassarche melanophris","LC"
36,"Thalassarche salvini","VU"
36,"Thalasseus elegans","NT"
36,"Trachurus murphyi","VU"
36,"Tursiops truncatus","LC"
37,"Eubalaena australis","EN"
37,"Diomedea epomophora","VU"
37,"Haematopus palliatus","NT"
38,"Aulacomya atra","LC"
38,"Concholepas concholepas","EN"
38,"Charadrius modestus","LC"
38,"Chloephaga hybrida","VU"
38,"Desmophyllum dianthus","NT"
38,"Diomedea epomophora","VU"
38,"Durvillaea antarctica","LC"
38,"Ensis macha","VU"
38,"Falco peregrinus","LC"
38,"Haematopus palliatus","NT"
38,"Lagenorhynchus australis","LC"
38,"Lagenorhynchus obscurus","LC"
38,"Leucophaeus pipixcan","LC"
38,"Loxechinus albus","VU"
38,"Macronectes giganteus","VU"
38,"Megaptera novaeangliae","VU"
38,"Mytilus chilensis","NT"
38,"Numenius phaeopus","LC"
38,"Orcinus orca","LC"
38,"Otaria byronia","LC"
38,"Pelecanus thagus","NT"
38,"Phalacrocorax gaimardi","NT"
38,"Phoenicopterus chilensis","NT"
38,"Puffinus creatopus","EN"
38,"Puffinus griseus","NT"
38,"Sarcopeltis skottsbergii","VU"
38,"Tachyeres pteneres","NT"
38,"Tawera elliptica","EN"
38,"Thalassarche melanophris","LC"
38,"Tursiops truncatus","LC"
39,"Aulacomya atra","LC"
39,"Charadrius collaris","NT"
39,"Charadrius modestus","LC"
39,"Charadrius nivosus","VU"
39,"Coscoroba coscoroba","LC"
39,"Cygnus melancoryphus","LC"
39,"Desmophyllum dianthus","NT"
39,"Diomedea exulans","VU"
39,"Falco peregrinus","LC"
39,"Haematopus palliatus","NT"
39,"Heterocarpus reedi","VU"
39,"Lagenorhynchus australis","LC"
39,"Leucocarbo bougainvillii","NT"
39,"Leucophaeus pipixcan","LC"
39,"Loxechinus albus","VU"
39,"Macronectes giganteus","VU"
39,"Mytilus chilensis","NT"
39,"Numenius phaeopus","LC"
39,"Otaria byronia","LC"
39,"Pelecanus thagus","NT"
39,"Phalacrocorax gaimardi","NT"
39,"Phoenicopterus chilensis","NT"
39,"Puffinus creatopus","EN"
39,"Puffinus griseus","NT"
39,"Spheniscus humboldti","VU"
39,"Sula variegata","LC"
39,"Tachyeres patachonicus","LC"
39,"Tachyeres pteneres","NT"
39,"Tagelus dombeii","EN"
39,"Thalassarche melanophris","LC"
39,"Thalasseus elegans","NT"
39,"Tringa flavipes","LC"
39,"Vultur gryphus","NT"
40,"Ameghinomya antiqua","NT"
40,"Aulacomya atra","LC"
40,"Charadrius collaris","NT"
40,"Charadrius modestus","LC"
40,"Charadrius nivosus","VU"
40,"Chroicocephalus serranus","LC"
40,"Coscoroba coscoroba","LC"
40,"Cygnus melancoryphus","LC"
40,"Diomedea epomophora","VU"
40,"Durvillaea antarctica","LC"
40,"Falco peregrinus","LC"
40,"Geranoaetus melanoleucus","LC"
40,"Haematopus palliatus","NT"
40,"Heteronetta atricapilla","LC"
40,"Ixobrychus involucris","LC"
40,"Larosterna inca","NT"
40,"Laterallus jamaicensis","NT"
40,"Leptonychotes weddellii","LC"
40,"Leucocarbo bougainvillii","NT"
40,"Leucophaeus modestus","VU"
40,"Leucophaeus pipixcan","LC"
40,"Loxechinus albus","VU"
40,"Macronectes giganteus","VU"
40,"Mytilus chilensis","NT"
40,"Numenius phaeopus","LC"
40,"Otaria byronia","LC"
40,"Pelecanoides garnotii","EN"
40,"Pelecanus thagus","NT"
40,"Phalacrocorax gaimardi","NT"
40,"Phoenicopterus chilensis","NT"
40,"Plegadis chihi","NT"
40,"Puffinus creatopus","EN"
40,"Puffinus griseus","NT"
40,"Spheniscus humboldti","VU"
40,"Sula variegata","LC"
40,"Thalassarche melanophris","LC"
40,"Thalassarche salvini","VU"
40,"Thalasseus elegans","NT"
40,"Tringa flavipes","LC"
41,"Aulacomya atra","LC"
41,"Charadrius nivosus","VU"
41,"Chroicocephalus serranus","LC"
41,"Larosterna inca","NT"
41,"Leucocarbo bougainvillii","NT"
41,"Leucophaeus modestus","VU"
41,"Leucophaeus pipixcan","LC"
41,"Loxechinus albus","VU"
41,"Numenius phaeopus","LC"
41,"Pandion haliaetus","LC"
41,"Pelecanus thagus","NT"
41,"Phalacrocorax gaimardi","NT"
41,"Spheniscus humboldti","VU"
41,"Sula variegata","LC"
41,"Thalasseus elegans","NT"
41,"Trachurus murphyi","VU"
42,"Charadrius collaris","NT"
42,"Charadrius modestus","LC"
42,"Charadrius nivosus","VU"
42,"Chroicocephalus serranus","LC"
42,"Coscoroba coscoroba","LC"
42,"Cryphiops caementarius","VU"
42,"Cygnus melancoryphus","LC"
42,"Ensis macha","VU"
42,"Falco peregrinus","LC"
42,"Haematopus palliatus","NT"
42,"Heteronetta atricapilla","LC"
42,"Ixobrychus involucris","LC"
42,"Larosterna inca","NT"
42,"Laterallus jamaicensis","NT"
42,"Leucocarbo bougainvillii","NT"
42,"Leucophaeus modestus","VU"
42,"Leucophaeus pipixcan","LC"
42,"Macronectes giganteus","VU"
42,"Numenius phaeopus","LC"
42,"Pelecanoides garnotii","EN"
42,"Pelecanus thagus","NT"
42,"Phalacrocorax gaimardi","NT"
42,"Phoenicopterus chilensis","NT"
42,"Plegadis chihi","NT"
42,"Pterodroma defilippiana","VU"
42,"Puffinus creatopus","EN"
42,"Puffinus griseus","NT"
42,"Recurvirostra andina","VU"
42,"Spheniscus humboldti","VU"
42,"Sula variegata","LC"
42,"Thalassarche melanophris","LC"
42,"Thalasseus elegans","NT"
42,"Tringa flavipes","LC"
43,"Ameghinomya antiqua","NT"
43,"Argopecten purpuratus","LC"
43,"Aulacomya atra","LC"
43,"Charadrius collaris","NT"
43,"Charadrius modestus","LC"
43,"Charadrius nivosus","VU"
43,"Chroicocephalus serranus","LC"
43,"Delphinus delphis","LC"
43,"Dosidicus gigas","EN"
43,"Engraulis ringens","VU"
43,"Falco peregrinus","LC"
43,"Geranoaetus melanoleucus","LC"
43,"Haematopus palliatus","NT"
43,"Larosterna inca","NT"
43,"Leucocarbo bougainvillii","NT"
43,"Leucophaeus modestus","VU"
43,"Leucophaeus pipixcan","LC"
43,"Lontra felina","EN"
43,"Loxechinus albus","VU"
43,"Macronectes giganteus","VU"
43,"Megaptera novaeangliae","VU"
43,"Mesodesma donacium","EN"
43,"Mirounga leonina","LC"
43,"Mulinia edulis","VU"
43,"Mytilus chilensis","NT"
43,"Numenius phaeopus","LC"
43,"Oceanodroma markhami","EN"
43,"Oceanodroma tethys","VU"
43,"Orcinus orca","LC"
43,"Otaria byronia","LC"
43,"Pandion haliaetus","LC"
43,"Pelecanoides garnotii","EN"
43,"Pelecanus thagus","NT"
43,"Phalacrocorax gaimardi","NT"
43,"Phoenicopterus chilensis","NT"
43,"Puffinus creatopus","EN"
43,"Puffinus griseus","NT"
43,"Spheniscus humboldti","VU"
43,"Sternula lorata","EN"
43,"Sula variegata","LC"
43,"Thalassarche bulleri","NT"
43,"Thalassarche melanophris","LC"
43,"Thalassarche salvini","VU"
43,"Thalasseus elegans","NT"
43,"Tringa flavipes","LC"
43,"Tursiops truncatus","LC"
44,"Ameghinomya antiqua","NT"
44,"Argopecten purpuratus","LC"
44,"Charadrius collaris","NT"
44,"Charadrius modestus","LC"
44,"Charadrius nivosus","VU"
44,"Chroicocephalus serranus","LC"
44,"Coscoroba coscoroba","LC"
44,"Diomedea epomophora","VU"
44,"Falco peregrinus","LC"
44,"Geranoaetus melanoleucus","LC"
44,"Grampus griseus","VU"
44,"Grimothea johni","VU"
44,"Grimothea monodon","VU"
44,"Haematopus palliatus","NT"
44,"Heterocarpus reedi","VU"
44,"Larosterna inca","NT"
44,"Lepidochelys olivacea","VU"
44,"Leucocarbo bougainvillii","NT"
44,"Leucophaeus modestus","VU"
44,"Leucophaeus pipixcan","LC"
44,"Lontra felina","EN"
44,"Macronectes giganteus","VU"
44,"Megaptera novaeangliae","VU"
44,"Mesodesma donacium","EN"
44,"Mytilus chilensis","NT"
44,"Numenius phaeopus","LC"
44,"Otaria byronia","LC"
44,"Pandion haliaetus","LC"
44,"Pelecanoides garnotii","EN"
44,"Pelecanus thagus","NT"
44,"Phalacrocorax gaimardi","NT"
44,"Pterodroma defilippiana","VU"
44,"Puffinus creatopus","EN"
44,"Puffinus griseus","NT"
44,"Recurvirostra andina","VU"
44,"Spheniscus humboldti","VU"
44,"Sula variegata","LC"
44,"Thalassarche bulleri","NT"
44,"Thalassarche melanophris","LC"
44,"Thalassarche salvini","VU"
44,"Thalasseus elegans","NT"
44,"Tringa flavipes","LC"
44,"Tursiops truncatus","LC"
44,"Vultur gryphus","NT"
45,"Charadrius collaris","NT"
45,"Charadrius modestus","LC"
45,"Charadrius nivosus","VU"
45,"Chroicocephalus serranus","LC"
45,"Coscoroba coscoroba","LC"
45,"Cygnus melancoryphus","LC"
45,"Falco peregrinus","LC"
45,"Geranoaetus melanoleucus","LC"
45,"Haematopus palliatus","NT"
45,"Heteronetta atricapilla","LC"
45,"Larosterna inca","NT"
45,"Leucocarbo bougainvillii","NT"
45,"Leucophaeus modestus","VU"
45,"Leucophaeus pipixcan","LC"
45,"Lontra felina","EN"
45,"Loxechinus albus","VU"
45,"Macronectes giganteus","VU"
45,"Mytilus chilensis","NT"
45,"Numenius phaeopus","LC"
45,"Otaria byronia","LC"
45,"Pelecanoides garnotii","EN"
45,"Pelecanus thagus","NT"
45,"Phalacrocorax gaimardi","NT"
45,"Phoenicoparrus jamesi","VU"
45,"Plegadis chihi","NT"
45,"Puffinus griseus","NT"
45,"Spheniscus humboldti","VU"
45,"Sula variegata","LC"
45,"Thalassarche salvini","VU"
45,"Thalasseus elegans","NT"
45,"Tringa flavipes","LC"
46,"Charadrius collaris","NT"
46,"Charadrius modestus","LC"
46,"Charadrius nivosus","VU"
46,"Chelonia mydas","EN"
46,"Chroicocephalus serranus","LC"
46,"Coscoroba coscoroba","LC"
46,"Cryphiops caementarius","VU"
46,"Cygnus melancoryphus","LC"
46,"Diomedea epomophora","VU"
46,"Enteroctopus megalocyathus","LC"
46,"Falco peregrinus","LC"
46,"Geranoaetus melanoleucus","LC"
46,"Grimothea johni","VU"
46,"Grimothea monodon","VU"
46,"Haematopus palliatus","NT"
46,"Heterocarpus reedi","VU"
46,"Heteronetta atricapilla","LC"
46,"Ixobrychus involucris","LC"
46,"Larosterna inca","NT"
46,"Laterallus jamaicensis","NT"
46,"Leucocarbo bougainvillii","NT"
46,"Leucophaeus modestus","VU"
46,"Leucophaeus pipixcan","LC"
46,"Lontra felina","EN"
46,"Macronectes giganteus","VU"
46,"Mesodesma donacium","EN"
46,"Mirounga leonina","LC"
46,"Mulinia edulis","VU"
46,"Mytilus chilensis","NT"
46,"Numenius phaeopus","LC"
46,"Otaria byronia","LC"
46,"Pandion haliaetus","LC"
46,"Pelecanoides garnotii","EN"
46,"Pelecanus thagus","NT"
46,"Phalacrocorax gaimardi","NT"
46,"Phoenicoparrus jamesi","VU"
46,"Phoenicopterus chilensis","NT"
46,"Plegadis chihi","NT"
46,"Pterodroma defilippiana","VU"
46,"Puffinus creatopus","EN"
46,"Puffinus griseus","NT"
46,"Recurvirostra andina","VU"
46,"Spheniscus humboldti","VU"
46,"Sula variegata","LC"
46,"Tawera elliptica","EN"
46,"Thalassarche melanophris","LC"
46,"Thalassarche salvini","VU"
46,"Thalasseus elegans","NT"
46,"Tringa flavipes","LC"
46,"Tursiops truncatus","LC"
46,"Vultur gryphus","NT"
47,"Charadrius modestus","LC"
47,"Choromytilus chorus","LC"
47,"Cygnus melancoryphus","LC"
47,"Diomedea exulans","VU"
47,"Falco peregrinus","LC"
47,"Haematopus palliatus","NT"
47,"Leucophaeus modestus","VU"
47,"Leucophaeus pipixcan","LC"
47,"Macronectes giganteus","VU"
47,"Numenius phaeopus","LC"
47,"Pelecanus thagus","NT"
47,"Phalacrocorax gaimardi","NT"
47,"Puffinus griseus","NT"
47,"Sula variegata","LC"
47,"Thalassarche melanophris","LC"
48,"Charadrius modestus","LC"
48,"Chloephaga hybrida","VU"
48,"Coscoroba coscoroba","LC"
48,"Cygnus melancoryphus","LC"
48,"Falco peregrinus","LC"
48,"Geranoaetus melanoleucus","LC"
48,"Phoenicopterus chilensis","NT"
48,"Tachyeres patachonicus","LC"
48,"Vultur gryphus","NT"
49,"Falco peregrinus","LC"
49,"Haematopus palliatus","NT"
49,"Leucophaeus pipixcan","LC"
49,"Mulinia edulis","VU"
49,"Numenius phaeopus","LC"
49,"Otaria byronia","LC"
49,"Pelecanus thagus","NT"
49,"Phalacrocorax gaimardi","NT"
49,"Puffinus creatopus","EN"
49,"Puffinus griseus","NT"
49,"Thalassarche melanophris","LC"
49,"Thalasseus elegans","NT"
50,"Charadrius collaris","NT"
50,"Charadrius modestus","LC"
50,"Charadrius nivosus","VU"
50,"Chroicocephalus serranus","LC"
50,"Coscoroba coscoroba","LC"
50,"Cygnus melancoryphus","LC"
50,"Diomedea epomophora","VU"
50,"Falco peregrinus","LC"
50,"Geranoaetus melanoleucus","LC"
50,"Haematopus palliatus","NT"
50,"Larosterna inca","NT"
50,"Leucocarbo bougainvillii","NT"
50,"Leucophaeus modestus","VU"
50,"Leucophaeus pipixcan","LC"
50,"Macronectes giganteus","VU"
50,"Numenius phaeopus","LC"
50,"Pandion haliaetus","LC"
50,"Pelecanoides garnotii","EN"
50,"Pelecanus thagus","NT"
50,"Phalacrocorax gaimardi","NT"
50,"Phoenicopterus chilensis","NT"
50,"Plegadis chihi","NT"
50,"Puffinus creatopus","EN"
50,"Puffinus griseus","NT"
50,"Sula variegata","LC"
50,"Thalassarche bulleri","NT"
50,"Thalassarche melanophris","LC"
50,"Thalassarche salvini","VU"
50,"Thalasseus elegans","NT"
50,"Tringa flavipes","LC"
51,"Charadrius collaris","NT"
51,"Charadrius modestus","LC"
51,"Charadrius nivosus","VU"
