"rgn_id","Sector","year","jobs"
35,"Alojamiento","2020",15
35,"Pesca","2020",1
35,"Turismo","2020",0
36,"Acuicultura","2020",29
36,"Alojamiento","2020",6
36,"Pesca","2020",1
36,"Transporte","2020",3
36,"Turismo","2020",0
37,"Alojamiento","2020",8
37,"Pesca","2020",0
37,"Transporte","2020",4
37,"Turismo","2020",0
38,"Acuicultura","2020",23
38,"Alojamiento","2020",6
38,"Pesca","2020",4
38,"Transporte","2020",91
39,"Acuicultura","2020",133
39,"Alojamiento","2020",32
39,"Pesca","2020",59
39,"Transporte","2020",5
39,"Turismo","2020",13
40,"Acuicultura","2020",0
40,"Alojamiento","2020",3
40,"Pesca","2020",128
40,"Transporte","2020",60
40,"Turismo","2020",1
41,"Alojamiento","2020",1
41,"Pesca","2020",3
41,"Turismo","2020",4
42,"Acuicultura","2020",18
42,"Alojamiento","2020",73
42,"Pesca","2020",0
42,"Turismo","2020",0
43,"Acuicultura","2020",120
43,"Alojamiento","2020",441
43,"Pesca","2020",198
43,"Transporte","2020",116
43,"Turismo","2020",58
44,"Acuicultura","2020",1
44,"Alojamiento","2020",11
44,"Pesca","2020",2
44,"Turismo","2020",2
45,"Acuicultura","2020",0
45,"Alojamiento","2020",7
45,"Pesca","2020",5
45,"Turismo","2020",30
46,"Acuicultura","2020",192
46,"Alojamiento","2020",235
46,"Pesca","2020",35
46,"Transporte","2020",0
46,"Turismo","2020",70
47,"Acuicultura","2020",123
47,"Alojamiento","2020",21
47,"Transporte","2020",13
47,"Turismo","2020",0
48,"Alojamiento","2020",3
49,"Alojamiento","2020",11
49,"Pesca","2020",596
49,"Transporte","2020",24
49,"Turismo","2020",0
50,"Alojamiento","2020",52
50,"Pesca","2020",11
50,"Turismo","2020",0
51,"Alojamiento","2020",7
51,"Turismo","2020",0
52,"Alojamiento","2020",5
53,"Acuicultura","2020",7
53,"Alojamiento","2020",3
53,"Pesca","2020",0
53,"Transporte","2020",2
53,"Turismo","2020",0
54,"Acuicultura","2020",7
54,"Alojamiento","2020",77
54,"Pesca","2020",14
54,"Turismo","2020",2
55,"Acuicultura","2020",0
55,"Alojamiento","2020",5
55,"Pesca","2020",904
55,"Transporte","2020",153
56,"Acuicultura","2020",1
56,"Alojamiento","2020",83
56,"Pesca","2020",12
56,"Transporte","2020",41
56,"Turismo","2020",0
57,"Acuicultura","2020",151
57,"Alojamiento","2020",5
57,"Pesca","2020",60
57,"Transporte","2020",1
57,"Turismo","2020",0
58,"Acuicultura","2020",71
58,"Alojamiento","2020",21
58,"Pesca","2020",144
58,"Transporte","2020",14
59,"Acuicultura","2020",878
59,"Alojamiento","2020",206
59,"Pesca","2020",484
59,"Transporte","2020",484
59,"Turismo","2020",541
60,"Alojamiento","2020",15
60,"Pesca","2020",0
60,"Turismo","2020",1
61,"Acuicultura","2020",4
61,"Alojamiento","2020",30
61,"Pesca","2020",55
61,"Transporte","2020",0
61,"Turismo","2020",2
62,"Alojamiento","2020",10
62,"Pesca","2020",0
62,"Transporte","2020",0
62,"Turismo","2020",1
63,"Acuicultura","2020",4
63,"Alojamiento","2020",0
63,"Pesca","2020",9
64,"Alojamiento","2020",34
64,"Pesca","2020",7
64,"Transporte","2020",2
64,"Turismo","2020",7
65,"Acuicultura","2020",9
65,"Alojamiento","2020",1
65,"Pesca","2020",63
65,"Transporte","2020",1
66,"Acuicultura","2020",0
66,"Alojamiento","2020",180
66,"Pesca","2020",24
66,"Turismo","2020",28
67,"Acuicultura","2020",285
67,"Alojamiento","2020",81
67,"Pesca","2020",1738
67,"Transporte","2020",158
67,"Turismo","2020",0
68,"Alojamiento","2020",21
69,"Acuicultura","2020",0
69,"Alojamiento","2020",26
69,"Pesca","2020",7
69,"Turismo","2020",0
70,"Acuicultura","2020",38601
70,"Alojamiento","2020",239
70,"Pesca","2020",4108
70,"Transporte","2020",9261
71,"Acuicultura","2020",4746
71,"Alojamiento","2020",92
71,"Pesca","2020",2831
71,"Transporte","2020",993
71,"Turismo","2020",449
72,"Acuicultura","2020",842
72,"Alojamiento","2020",491
72,"Pesca","2020",3795
72,"Transporte","2020",847
72,"Turismo","2020",328
73,"Acuicultura","2020",182
73,"Alojamiento","2020",4
73,"Pesca","2020",0
73,"Transporte","2020",22
74,"Acuicultura","2020",0
74,"Alojamiento","2020",7
74,"Transporte","2020",1
74,"Turismo","2020",5
75,"Acuicultura","2020",45
75,"Alojamiento","2020",3
75,"Pesca","2020",186
75,"Transporte","2020",32
75,"Turismo","2020",0
76,"Acuicultura","2020",1451
76,"Alojamiento","2020",115
76,"Pesca","2020",1653
76,"Transporte","2020",500
76,"Turismo","2020",0
77,"Acuicultura","2020",270
77,"Alojamiento","2020",5
77,"Pesca","2020",23
78,"Acuicultura","2020",433
78,"Alojamiento","2020",3
78,"Pesca","2020",13
78,"Transporte","2020",71
78,"Turismo","2020",2
79,"Acuicultura","2020",0
79,"Alojamiento","2020",29
79,"Pesca","2020",340
79,"Transporte","2020",38
79,"Turismo","2020",26
80,"Alojamiento","2020",6
80,"Transporte","2020",1
81,"Alojamiento","2020",0
82,"Alojamiento","2020",6
82,"Transporte","2020",12
82,"Turismo","2020",2
83,"Acuicultura","2020",0
83,"Alojamiento","2020",35
83,"Pesca","2020",577
83,"Transporte","2020",20
83,"Turismo","2020",3
84,"Alojamiento","2020",4
85,"Acuicultura","2020",2
85,"Alojamiento","2020",3
85,"Pesca","2020",3
85,"Transporte","2020",4
85,"Turismo","2020",6
86,"Alojamiento","2020",290
86,"Pesca","2020",2
86,"Turismo","2020",247
87,"Alojamiento","2020",2
87,"Pesca","2020",49
87,"Transporte","2020",262
87,"Turismo","2020",0
88,"Acuicultura","2020",70
88,"Alojamiento","2020",16
88,"Pesca","2020",3877
88,"Transporte","2020",49
88,"Turismo","2020",15
89,"Acuicultura","2020",1
89,"Alojamiento","2020",47
89,"Pesca","2020",41
89,"Turismo","2020",1
90,"Alojamiento","2020",4
90,"Turismo","2020",5
91,"Alojamiento","2020",9
91,"Turismo","2020",2
92,"Acuicultura","2020",0
92,"Alojamiento","2020",4
92,"Pesca","2020",15
92,"Transporte","2020",0
92,"Turismo","2020",0
93,"Acuicultura","2020",35
93,"Alojamiento","2020",40
93,"Pesca","2020",4
93,"Transporte","2020",0
93,"Turismo","2020",0
94,"Acuicultura","2020",4
94,"Alojamiento","2020",10
94,"Pesca","2020",11
94,"Transporte","2020",0
94,"Turismo","2020",1
95,"Acuicultura","2020",4
95,"Alojamiento","2020",21
95,"Pesca","2020",809
95,"Transporte","2020",0
95,"Turismo","2020",2
96,"Alojamiento","2020",23
96,"Transporte","2020",0
96,"Turismo","2020",1
97,"Alojamiento","2020",9
97,"Transporte","2020",0
97,"Turismo","2020",1
98,"Alojamiento","2020",0
99,"Acuicultura","2020",1157
99,"Alojamiento","2020",363
99,"Pesca","2020",394
99,"Transporte","2020",300
99,"Turismo","2020",13
100,"Acuicultura","2020",15
100,"Alojamiento","2020",208
100,"Pesca","2020",129
100,"Transporte","2020",4329
100,"Turismo","2020",84
101,"Alojamiento","2020",35
101,"Pesca","2020",14
101,"Turismo","2020",0
102,"Acuicultura","2020",141
102,"Alojamiento","2020",313
102,"Pesca","2020",16
102,"Transporte","2020",186
102,"Turismo","2020",286
103,"Acuicultura","2020",13
103,"Alojamiento","2020",0
103,"Pesca","2020",0
1,"Alojamiento","2021",0
1,"Pesca","2021",0
2,"Acuicultura","2021",767
2,"Alojamiento","2021",0
2,"Pesca","2021",226
2,"Transporte","2021",1
2,"Turismo","2021",0
3,"Acuicultura","2021",94
3,"Alojamiento","2021",0
3,"Pesca","2021",240
3,"Transporte","2021",2
3,"Turismo","2021",0
4,"Acuicultura","2021",12
4,"Alojamiento","2021",0
4,"Pesca","2021",12
4,"Transporte","2021",0
4,"Turismo","2021",0
5,"Acuicultura","2021",5
5,"Alojamiento","2021",0
5,"Pesca","2021",1186
5,"Transporte","2021",0
5,"Turismo","2021",0
6,"Acuicultura","2021",1022
6,"Alojamiento","2021",0
6,"Pesca","2021",52
6,"Transporte","2021",9
6,"Turismo","2021",0
7,"Acuicultura","2021",5
7,"Alojamiento","2021",0
7,"Pesca","2021",3
7,"Transporte","2021",0
7,"Turismo","2021",0
8,"Acuicultura","2021",927
8,"Alojamiento","2021",0
8,"Pesca","2021",353
8,"Transporte","2021",69
8,"Turismo","2021",0
9,"Acuicultura","2021",84
9,"Alojamiento","2021",0
9,"Pesca","2021",958
9,"Transporte","2021",0
9,"Turismo","2021",0
11,"Alojamiento","2021",0
11,"Pesca","2021",0
12,"Alojamiento","2021",0
12,"Pesca","2021",0
12,"Turismo","2021",0
14,"Alojamiento","2021",0
14,"Pesca","2021",12
14,"Turismo","2021",0
15,"Alojamiento","2021",0
15,"Pesca","2021",2
15,"Turismo","2021",0
16,"Acuicultura","2021",2635
16,"Alojamiento","2021",0
16,"Pesca","2021",75
16,"Transporte","2021",37
16,"Turismo","2021",0
17,"Acuicultura","2021",13
17,"Alojamiento","2021",0
17,"Pesca","2021",7
17,"Transporte","2021",0
19,"Alojamiento","2021",0
19,"Pesca","2021",0
18,"Acuicultura","2021",7
18,"Alojamiento","2021",0
18,"Pesca","2021",32
18,"Turismo","2021",0
20,"Acuicultura","2021",4701
20,"Alojamiento","2021",0
20,"Pesca","2021",625
20,"Transporte","2021",0
20,"Turismo","2021",0
21,"Acuicultura","2021",365
21,"Alojamiento","2021",0
21,"Pesca","2021",16
21,"Transporte","2021",0
21,"Turismo","2021",0
23,"Acuicultura","2021",125
23,"Alojamiento","2021",0
23,"Pesca","2021",1
23,"Transporte","2021",0
23,"Turismo","2021",0
24,"Alojamiento","2021",0
25,"Acuicultura","2021",0
25,"Alojamiento","2021",0
25,"Turismo","2021",0
26,"Acuicultura","2021",0
26,"Alojamiento","2021",0
26,"Pesca","2021",134
26,"Turismo","2021",0
27,"Acuicultura","2021",0
27,"Alojamiento","2021",0
27,"Pesca","2021",49
27,"Turismo","2021",0
28,"Acuicultura","2021",221
28,"Alojamiento","2021",0
28,"Pesca","2021",1555
28,"Transporte","2021",76
28,"Turismo","2021",0
29,"Acuicultura","2021",91
29,"Alojamiento","2021",0
29,"Pesca","2021",5215
29,"Transporte","2021",164
29,"Turismo","2021",0
30,"Acuicultura","2021",36
30,"Alojamiento","2021",0
30,"Pesca","2021",27
30,"Transporte","2021",0
31,"Acuicultura","2021",115
31,"Alojamiento","2021",0
31,"Pesca","2021",5
31,"Transporte","2021",0
32,"Alojamiento","2021",0
32,"Pesca","2021",0
33,"Acuicultura","2021",999
33,"Alojamiento","2021",0
33,"Pesca","2021",62
33,"Transporte","2021",2
33,"Turismo","2021",0
34,"Alojamiento","2021",0
34,"Pesca","2021",8
34,"Turismo","2021",0
35,"Acuicultura","2021",3
35,"Alojamiento","2021",0
35,"Pesca","2021",1
35,"Turismo","2021",0
36,"Acuicultura","2021",31
36,"Alojamiento","2021",0
36,"Pesca","2021",1
36,"Transporte","2021",0
36,"Turismo","2021",0
37,"Alojamiento","2021",0
37,"Pesca","2021",0
37,"Transporte","2021",0
37,"Turismo","2021",0
38,"Acuicultura","2021",0
38,"Alojamiento","2021",0
38,"Pesca","2021",1
38,"Transporte","2021",0
39,"Acuicultura","2021",155
39,"Alojamiento","2021",0
39,"Pesca","2021",61
39,"Transporte","2021",10
39,"Turismo","2021",0
40,"Acuicultura","2021",0
40,"Alojamiento","2021",0
40,"Pesca","2021",64
40,"Transporte","2021",0
40,"Turismo","2021",0
41,"Alojamiento","2021",0
41,"Pesca","2021",12
41,"Turismo","2021",0
42,"Acuicultura","2021",19
42,"Alojamiento","2021",0
42,"Pesca","2021",1
42,"Turismo","2021",0
43,"Acuicultura","2021",9
43,"Alojamiento","2021",0
43,"Pesca","2021",310
43,"Transporte","2021",0
43,"Turismo","2021",0
44,"Acuicultura","2021",0
44,"Alojamiento","2021",0
44,"Pesca","2021",2
44,"Turismo","2021",0
45,"Acuicultura","2021",0
45,"Alojamiento","2021",0
45,"Pesca","2021",4
45,"Turismo","2021",0
46,"Acuicultura","2021",120
46,"Alojamiento","2021",0
46,"Pesca","2021",113
46,"Transporte","2021",1
46,"Turismo","2021",0
47,"Acuicultura","2021",165
47,"Alojamiento","2021",0
47,"Transporte","2021",0
47,"Turismo","2021",0
48,"Alojamiento","2021",0
49,"Alojamiento","2021",0
49,"Pesca","2021",770
49,"Transporte","2021",1
49,"Turismo","2021",0
50,"Alojamiento","2021",0
50,"Pesca","2021",6
50,"Turismo","2021",0
51,"Alojamiento","2021",0
51,"Turismo","2021",0
52,"Alojamiento","2021",0
53,"Acuicultura","2021",9
53,"Alojamiento","2021",0
53,"Pesca","2021",0
53,"Transporte","2021",0
53,"Turismo","2021",0
54,"Acuicultura","2021",13
54,"Alojamiento","2021",0
54,"Pesca","2021",17
54,"Turismo","2021",0
55,"Acuicultura","2021",0
55,"Alojamiento","2021",0
55,"Pesca","2021",838
55,"Transporte","2021",32
56,"Acuicultura","2021",0
56,"Alojamiento","2021",0
56,"Pesca","2021",19
56,"Transporte","2021",0
56,"Turismo","2021",0
57,"Acuicultura","2021",265
57,"Alojamiento","2021",0
57,"Pesca","2021",62
57,"Transporte","2021",1
57,"Turismo","2021",0
58,"Acuicultura","2021",53
58,"Alojamiento","2021",0
58,"Pesca","2021",220
58,"Transporte","2021",0
59,"Acuicultura","2021",1206
59,"Alojamiento","2021",0
59,"Pesca","2021",449
59,"Transporte","2021",29
59,"Turismo","2021",0
60,"Alojamiento","2021",0
60,"Pesca","2021",0
60,"Turismo","2021",0
61,"Acuicultura","2021",9
61,"Alojamiento","2021",0
61,"Pesca","2021",63
61,"Transporte","2021",0
61,"Turismo","2021",0
62,"Alojamiento","2021",0
62,"Pesca","2021",0
62,"Transporte","2021",0
62,"Turismo","2021",0
63,"Acuicultura","2021",0
63,"Alojamiento","2021",0
63,"Pesca","2021",6
64,"Alojamiento","2021",0
64,"Pesca","2021",4
64,"Transporte","2021",2
64,"Turismo","2021",0
65,"Acuicultura","2021",11
65,"Alojamiento","2021",0
65,"Pesca","2021",34
65,"Transporte","2021",0
66,"Acuicultura","2021",0
66,"Alojamiento","2021",0
66,"Pesca","2021",16
66,"Turismo","2021",0
67,"Acuicultura","2021",1231
67,"Alojamiento","2021",0
67,"Pesca","2021",448
67,"Transporte","2021",0
67,"Turismo","2021",0
68,"Alojamiento","2021",0
69,"Acuicultura","2021",0
69,"Alojamiento","2021",0
69,"Pesca","2021",3
69,"Turismo","2021",0
70,"Acuicultura","2021",34099
70,"Alojamiento","2021",0
70,"Pesca","2021",8581
70,"Transporte","2021",1433
71,"Acuicultura","2021",4350
71,"Alojamiento","2021",0
71,"Pesca","2021",2650
71,"Transporte","2021",29
71,"Turismo","2021",0
72,"Acuicultura","2021",686
72,"Alojamiento","2021",0
72,"Pesca","2021",4366
72,"Transporte","2021",53
72,"Turismo","2021",0
73,"Acuicultura","2021",172
73,"Alojamiento","2021",0
73,"Pesca","2021",0
73,"Transporte","2021",0
74,"Acuicultura","2021",16
74,"Alojamiento","2021",0
74,"Transporte","2021",0
74,"Turismo","2021",0
75,"Acuicultura","2021",41
75,"Alojamiento","2021",0
75,"Pesca","2021",213
75,"Transporte","2021",0
75,"Turismo","2021",0
76,"Acuicultura","2021",1529
76,"Alojamiento","2021",0
76,"Pesca","2021",1305
76,"Transporte","2021",7
76,"Turismo","2021",0
77,"Acuicultura","2021",265
77,"Alojamiento","2021",0
77,"Pesca","2021",18
78,"Acuicultura","2021",520
78,"Alojamiento","2021",0
78,"Pesca","2021",16
78,"Transporte","2021",0
78,"Turismo","2021",0
79,"Acuicultura","2021",3
79,"Alojamiento","2021",0
79,"Pesca","2021",262
79,"Transporte","2021",0
79,"Turismo","2021",0
80,"Alojamiento","2021",0
80,"Transporte","2021",0
81,"Alojamiento","2021",0
82,"Alojamiento","2021",0
82,"Transporte","2021",0
82,"Turismo","2021",0
83,"Acuicultura","2021",0
83,"Alojamiento","2021",0
83,"Pesca","2021",200
83,"Transporte","2021",2
83,"Turismo","2021",0
84,"Alojamiento","2021",0
85,"Acuicultura","2021",1
85,"Alojamiento","2021",0
85,"Pesca","2021",2
85,"Transporte","2021",0
85,"Turismo","2021",0
86,"Alojamiento","2021",0
86,"Pesca","2021",3
86,"Turismo","2021",0
87,"Alojamiento","2021",0
87,"Pesca","2021",483
87,"Transporte","2021",34
87,"Turismo","2021",0
88,"Acuicultura","2021",119
88,"Alojamiento","2021",0
88,"Pesca","2021",2488
88,"Transporte","2021",46
88,"Turismo","2021",0
89,"Acuicultura","2021",3
89,"Alojamiento","2021",0
89,"Pesca","2021",48
89,"Turismo","2021",0
90,"Alojamiento","2021",0
90,"Turismo","2021",0
91,"Alojamiento","2021",0
91,"Turismo","2021",0
92,"Acuicultura","2021",0
92,"Alojamiento","2021",0
92,"Pesca","2021",5
92,"Transporte","2021",0
92,"Turismo","2021",0
93,"Acuicultura","2021",13
93,"Alojamiento","2021",0
93,"Pesca","2021",26
93,"Transporte","2021",0
93,"Turismo","2021",0
94,"Acuicultura","2021",4
94,"Alojamiento","2021",0
94,"Pesca","2021",5
94,"Transporte","2021",0
94,"Turismo","2021",0
95,"Acuicultura","2021",1
95,"Alojamiento","2021",0
95,"Pesca","2021",811
95,"Transporte","2021",2
95,"Turismo","2021",0
96,"Alojamiento","2021",0
96,"Transporte","2021",0
96,"Turismo","2021",0
97,"Alojamiento","2021",0
97,"Transporte","2021",0
97,"Turismo","2021",0
98,"Alojamiento","2021",0
99,"Acuicultura","2021",1130
99,"Alojamiento","2021",0
99,"Pesca","2021",329
99,"Transporte","2021",54
99,"Turismo","2021",0
100,"Acuicultura","2021",53
100,"Alojamiento","2021",0
100,"Pesca","2021",111
100,"Transporte","2021",4077
100,"Turismo","2021",0
101,"Alojamiento","2021",0
101,"Pesca","2021",17
101,"Turismo","2021",0
102,"Acuicultura","2021",289
102,"Alojamiento","2021",0
102,"Pesca","2021",219
102,"Transporte","2021",0
102,"Turismo","2021",0
103,"Acuicultura","2021",0
103,"Alojamiento","2021",0
103,"Pesca","2021",0
